date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:59:02	38312/38312	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:02%20GMT	https://youtube-mp3-music.com/tr2	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/tr2.html	(from )
12:59:02	125/125	---MCZ	200	added ('OK')	text/plain	date:Sat,%2004%20Jun%202022%2009:59:03%20GMT	https://youtube-mp3-music.com/robots.txt		(from )
12:59:02	39643/39643	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:03%20GMT	https://youtube-mp3-music.com/fr2	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/fr2.html	(from https://youtube-mp3-music.com/tr2)
12:59:03	38694/38694	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:03%20GMT	https://youtube-mp3-music.com/de2	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/de2.html	(from https://youtube-mp3-music.com/tr2)
12:59:03	37337/37337	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:04%20GMT	https://youtube-mp3-music.com/pt2	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/pt2.html	(from https://youtube-mp3-music.com/tr2)
12:59:03	37812/37812	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:04%20GMT	https://youtube-mp3-music.com/es2	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/es2.html	(from https://youtube-mp3-music.com/tr2)
12:59:03	38223/38223	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:04%20GMT	https://youtube-mp3-music.com/it2	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/it2.html	(from https://youtube-mp3-music.com/tr2)
12:59:04	41240/41240	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:04%20GMT	https://youtube-mp3-music.com/jp2	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/jp2.html	(from https://youtube-mp3-music.com/tr2)
12:59:04	38493/38493	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:05%20GMT	https://youtube-mp3-music.com/pl2	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/pl2.html	(from https://youtube-mp3-music.com/tr2)
12:59:04	37721/37721	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:05%20GMT	https://youtube-mp3-music.com/nl2	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/nl2.html	(from https://youtube-mp3-music.com/tr2)
12:59:05	919/919	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22397-18129361c48%22	https://youtube-mp3-music.com/_nuxt/85afac5573350a886a13de38ef933be3.svg	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/_nuxt/85afac5573350a886a13de38ef933be3.svg	(from https://youtube-mp3-music.com/tr2)
12:59:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Jun%202022%2009:59:05%20GMT	https://youtube-mp3-music.com/	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/index.html	(from https://youtube-mp3-music.com/tr2)
12:59:18	455/455	---M--	200	added ('OK')	application/javascript	etag:%22626bb68a-1c7%22	https://easymp3mix.com/js/re-ads-zone.js	C:/Users/The/Desktop/sa/as/easymp3mix.com/js/re-ads-zone.js	(from https://youtube-mp3-music.com/tr2)
12:59:18	47869/47869	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:19%20GMT	https://youtube-mp3-music.com/tr2/youtube-video-indir-mp4.php	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/tr2/youtube-video-indir-mp4.html	(from https://youtube-mp3-music.com/tr2)
12:59:19	41624/41624	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:19%20GMT	https://youtube-mp3-music.com/tr2/youtube-mp3-2.php	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/tr2/youtube-mp3-2.html	(from https://youtube-mp3-music.com/tr2)
12:59:19	40757/40757	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:19%20GMT	https://youtube-mp3-music.com/tr2/mp3-donusturucu.php	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/tr2/mp3-donusturucu.html	(from https://youtube-mp3-music.com/tr2)
12:59:19	38868/38868	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:20%20GMT	https://youtube-mp3-music.com/tr2/youtube-converter-mp4.php	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/tr2/youtube-converter-mp4.html	(from https://youtube-mp3-music.com/tr2)
12:59:20	39634/39634	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:20%20GMT	https://youtube-mp3-music.com/tr2/youtube-mp3-evir.php	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/tr2/youtube-mp3-evir.html	(from https://youtube-mp3-music.com/tr2)
12:59:20	46881/46881	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:20%20GMT	https://youtube-mp3-music.com/tr2/mp3-doenuetueruecue-youtube-tubidy.php	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/tr2/mp3-doenuetueruecue-youtube-tubidy.html	(from https://youtube-mp3-music.com/tr2)
12:59:20	28849/28849	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:20%20GMT	https://youtube-mp3-music.com/tr2/list	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/tr2/list.html	(from https://youtube-mp3-music.com/tr2)
12:59:20	28674/28674	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:21%20GMT	https://youtube-mp3-music.com/tr2/dmca	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/tr2/dmca.html	(from https://youtube-mp3-music.com/tr2)
12:59:20	39142/39142	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:59:21%20GMT	https://youtube-mp3-music.com/tr2/youtube-mp4-donusturucu.php	C:/Users/The/Desktop/sa/as/youtube-mp3-music.com/tr2/youtube-mp4-donusturucu.html	(from https://youtube-mp3-music.com/tr2)
